ein,tax_period,form_type,total_revenue,total_expenses,total_assets_end,total_liabilities_end,net_assets_end,avg_revenue_3yr,avg_expenses_3yr,num_filings_in_3yr
882657341,202312,990-EZ,82335,30840,97296,691,96605,N/A,N/A,1
882721467,202312,990,462099,67841,394258,0,394258,N/A,N/A,1
882741840,202312,990,582861,516327,235144,289990,-54846,N/A,N/A,1
882778476,202406,990,440917,45283,441372,0,441372,N/A,N/A,1
882785755,202312,990,375683,95722,486171,0,486171,N/A,N/A,1
882796281,202312,990,787560,707747,142444,15921,126523,N/A,N/A,1
882815046,202312,990,406514,415797,38623,0,38623,N/A,N/A,1
882826266,202312,990,519057,539370,11551,2088,9463,N/A,N/A,1
882880333,202312,990,601036,445678,205664,9386,196278,N/A,N/A,1
882890259,202406,990,1324228,950103,902979,108837,794142,1055447.0,702731.5,2
882894782,202312,990,374984,363807,48894,0,48894,N/A,N/A,1
882931206,202312,990,1361873,1354243,469098,2509,466589,N/A,N/A,1
882971564,202312,990,741774,33206,806497,97929,708568,N/A,N/A,1
883007768,202312,990,251794,230043,28146,0,28146,N/A,N/A,1
883031434,202312,990,252527,98966,216243,0,216243,N/A,N/A,1
883066441,202312,990,2100008,2152857,33767,36598,-2831,N/A,N/A,1
883076829,202312,990,258672,203215,59740,2478,57262,N/A,N/A,1
883109514,202312,990,1240366,1262677,42698,0,42698,N/A,N/A,1
883158568,202312,990,912196,105912,1843410,162623,1680787,N/A,N/A,1
883160854,202312,990-EZ,123049,45361,121252,0,121252,N/A,N/A,1
883215374,202306,990,404554,110087,451802,20035,431767,N/A,N/A,1
883250752,202406,990,6031956,220008,6149983,0,6149983,N/A,N/A,1
883332959,202312,990,369431,367069,57874,55512,2362,N/A,N/A,1
883334445,202312,990,518503,14264,527325,0,527325,259251.5,7132.0,2
883457154,202312,990,1173432,187179,981957,0,981957,N/A,N/A,1
883541627,202312,990,254418,238026,45654,893,44761,N/A,N/A,1
883559980,202312,990,715535,160877,587507,1582,585925,N/A,N/A,1
883630286,202312,990,3736840,1271726,3396872,0,3396872,2344569.0,748384.0,2
883688309,202312,990,617076,110551,506525,0,506525,N/A,N/A,1
883700776,202312,990,303541,302643,10434,0,10434,N/A,N/A,1
883722040,202312,990,374454,127248,315000,6370,308630,N/A,N/A,1
883748425,202312,990,1750000,1337970,3450544,0,3450544,N/A,N/A,1
883778279,202312,990,283151,352628,498945,0,498945,N/A,N/A,1
883790678,202312,990,1432457,40396,1473637,0,1473637,N/A,N/A,1
883859060,202312,990,469419,18116,625688,40000,585688,N/A,N/A,1
883871732,202312,990,854101,799537,328020,225957,102063,N/A,N/A,1
883889773,202312,990,223009,222822,43902,9786,34116,N/A,N/A,1
883948484,202306,990,387274,324540,64629,1895,62734,N/A,N/A,1
883960042,202312,990,288136,304100,10257,0,10257,N/A,N/A,1
883971005,202312,990,340088,38647,426417,0,426417,232547.0,19338.5,2
884089442,202312,990,365597,507665,87687,0,87687,N/A,N/A,1
884092504,202312,990,488368,470872,18296,0,18296,N/A,N/A,1
884160270,202312,990,817555,130488,687067,0,687067,N/A,N/A,1
884354204,202312,990,404825,172422,232403,0,232403,N/A,N/A,1
884355531,202312,990,322247,216865,205083,480,204603,N/A,N/A,1
884359451,202312,990,338979,331673,14494,0,14494,N/A,N/A,1
884371631,202312,990,443243,430956,15563,8987,6576,N/A,N/A,1
884413272,202312,990,275163,199491,79617,3444,76173,N/A,N/A,1
900041293,202312,990,347108,341854,3004932,0,3004932,N/A,N/A,1
900047870,202312,990,263625,270339,53524,0,53524,N/A,N/A,1
900062476,202312,990,1220575,1154621,182436,0,182436,N/A,N/A,1
900077953,202406,990,929808,962478,1996151,0,1996151,N/A,N/A,1
900086051,202312,990,478138,600392,2518612,1565957,952655,N/A,N/A,1
900111732,202312,990,415540,444511,818408,4795,813613,N/A,N/A,1
900112819,202312,990,647261,328996,0,0,0,N/A,N/A,1
900156857,202312,990,273818,232570,1214727,67500,1147227,300504.5,138225.5,2
900344383,202312,990,517631,485867,266555,8621,257934,N/A,N/A,1
900402498,202308,990,585604,488254,1563146,936542,626604,360990.33,361499.0,3
900432963,202312,990,280977,259929,33648,0,33648,N/A,N/A,1
900436482,202309,990,351061,5811,3941584,2101772,1839812,N/A,N/A,1
900439113,202309,990,396438,417973,228558,0,228558,N/A,N/A,1
900452379,202312,990,1398294,700230,0,0,0,N/A,N/A,1
900486670,202306,990,1569455,1532564,1174896,46911,1127985,N/A,N/A,1
900498275,202312,990,802596,788915,212318,17728,194590,N/A,N/A,1
900518673,202312,990,341172,292812,245009,0,245009,N/A,N/A,1
900532371,202312,990,298628,261892,1409877,0,1409877,N/A,N/A,1
900582096,202403,990,301850,316508,1758220,35610,1722610,N/A,N/A,1
900595714,202312,990,713924,514582,954335,3995,950340,N/A,N/A,1
900596301,202312,990,372568,334373,2645426,1045928,1599498,N/A,N/A,1
900629547,202312,990,849652,832334,354470,0,354470,N/A,N/A,1
900637051,202309,990,219941,221705,120782,0,120782,N/A,N/A,1
900644783,202312,990,446068,376333,3018277,113371,2904906,N/A,N/A,1
900662615,202312,990,505680,643158,256236,8616,247620,N/A,N/A,1
900677279,202312,990,223751,212577,59045,0,59045,N/A,N/A,1
900703649,202312,990,446081,395279,348546,3300,345246,N/A,N/A,1
900739810,202312,990,3974779,3934042,112540,0,112540,N/A,N/A,1
900750720,202312,990,186254,268667,2134363,11432,2122931,N/A,N/A,1
900798511,202312,990,226649,61251,615061,0,615061,N/A,N/A,1
900811449,202312,990,5307739,5656257,9884753,9609538,275215,5370758.67,5319390.67,3
900842675,202312,990,284314,270471,59334,55618,3716,N/A,N/A,1
900860653,202312,990,399657,353774,45883,0,45883,N/A,N/A,1
900863403,202312,990,347351,320351,1858042,22282,1835760,N/A,N/A,1
900865907,202312,990,1941975,1343113,4965358,40212,4925146,N/A,N/A,1
900917391,202312,990,478138,168952,2358857,530696,1828161,N/A,N/A,1
900947280,202312,990,737625,933451,179529,152833,26696,N/A,N/A,1
900949192,202306,990,678021,584632,493901,43195,450706,N/A,N/A,1
900949785,202312,990,503551,204659,2005396,0,2005396,599673.5,208932.5,2
900950633,202312,990,410129,173548,0,0,0,N/A,N/A,1
900955426,202312,990,280339,330968,25590,237,25353,385867.0,406956.0,2
900983384,202312,990,319548,224093,151196,5251,145945,N/A,N/A,1
900987277,202306,990,9210647,6883349,17683008,469238,17213770,N/A,N/A,1
901003746,202307,990,617018,408945,1214785,600000,614785,N/A,N/A,1
901005579,202312,990,414670,301651,403629,0,403629,N/A,N/A,1
901025382,202312,990,1833980,1827050,33111,1201228,-1168117,1851170.5,1798059.0,2
901033033,202312,990,299254,200284,274258,0,274258,N/A,N/A,1
901117779,202306,990,6792048,6963382,4240189,925648,3314541,N/A,N/A,1
901251688,202312,990,281170,259427,26307,0,26307,N/A,N/A,1
910236600,202305,990,424240665,420868843,1080826197,369130486,711695711,N/A,N/A,1
910473310,202306,990,141406517,144978014,369290279,109523869,259766410,N/A,N/A,1
910564961,202306,990,157193130,165146500,731731932,95212442,636519490,N/A,N/A,1
910564993,202306,990,77972192,78767948,109987120,34049177,75937943,N/A,N/A,1
910565006,202306,990,349870682,372559090,904395345,210853026,693542319,N/A,N/A,1
910565553,202306,990,140813360,154518780,365721984,114252601,251469383,N/A,N/A,1
910565571,202305,990,158643365,161925234,273406035,89304703,184101332,N/A,N/A,1
910567740,202306,990,163932972,155562893,1016276452,119856091,896420361,N/A,N/A,1
910581660,202306,990,6206675,6193302,15254607,977658,14276949,N/A,N/A,1
910598805,202312,990,2207060,327815,2290430,81014,2209416,N/A,N/A,1
910609820,202312,990,3447688,3810984,5337772,1390487,3947285,N/A,N/A,1
910615846,202305,990,48946892,50516613,62607175,29452455,33154720,N/A,N/A,1
910617727,202306,990,64770092,68463097,142366630,15817877,126548753,N/A,N/A,1
910635027,202309,990,1966290,2357488,3257101,46235,3210866,N/A,N/A,1
910662879,202308,990,15256434,14962182,17146303,3234359,13911944,N/A,N/A,1
910749866,202312,990,1496967,1684605,1892109,534221,1357888,1512797.5,1453463.0,2
910786796,202312,990,301591,311006,2150817,515366,1635451,N/A,N/A,1
910916534,202305,990,22592962,24625228,84133872,29204844,54929028,N/A,N/A,1
910947154,202312,990,1612722,1502223,3319231,7638,3311593,N/A,N/A,1
910961376,202401,990,514430,494276,230609,64343,166266,N/A,N/A,1
910996619,202312,990,1612007,3194401,952554,1467,951087,N/A,N/A,1
911013034,202312,990,597756,612153,2354064,526674,1827390,N/A,N/A,1
911036794,202306,990,28957702,34892324,33449930,14096295,19353635,N/A,N/A,1
911090357,202312,990,3195759,1992510,6235637,1157479,5078158,N/A,N/A,1
911122839,202309,990,2306100,2058736,7071287,3476068,3595219,N/A,N/A,1
911126086,202312,990,639323,487646,2145449,626359,1519090,N/A,N/A,1
911160585,202306,990,31129982,28378099,69939929,8643276,61296653,N/A,N/A,1
911168903,202312,990,1541929,1426147,2817933,114381,2703552,N/A,N/A,1
911178407,202312,990,2835036,316906,13155242,741718,12413524,N/A,N/A,1
911183911,202312,990,932443,709342,2772638,1540,2771098,N/A,N/A,1
911237526,202312,990,260938,297883,0,0,0,N/A,N/A,1
911239205,202310,990,673043,765511,259637,3391,256246,N/A,N/A,1
911302643,202310,990,297648,251715,137596,1061,136535,N/A,N/A,1
911320416,202312,990,2341642,2606141,2384500,277477,2107023,N/A,N/A,1
911341558,202401,990,2065806,2181926,478229,71840,406389,N/A,N/A,1
911347905,202402,990,426664,274772,616390,2303,614087,N/A,N/A,1
911368333,202308,990,2422797,2558736,3263668,1052561,2211107,N/A,N/A,1
911383241,202312,990,2869563,2891284,1203305,156772,1046533,N/A,N/A,1
911439481,202312,990,695406,415294,2154515,154624,1999891,N/A,N/A,1
911449848,202312,990,13074945,10766370,14848540,4195714,10652826,N/A,N/A,1
911495327,202312,990,573526,234588,2389543,405128,1984415,N/A,N/A,1
911526095,202312,990,1007917,808412,1918125,4999,1913126,N/A,N/A,1
911559533,202306,990,2355756,2699500,4416351,3122522,1293829,N/A,N/A,1
911560499,202312,990,934698,896950,349376,16940,332436,N/A,N/A,1
911577469,202309,990,1389712,1316210,1031334,269429,761905,N/A,N/A,1
911588656,202312,990,3812524,5066470,2564773,0,2564773,N/A,N/A,1
911590280,202312,990,804212,805214,942288,226184,716104,N/A,N/A,1
911609811,202312,990,1166571,1237206,156538,3732,152806,N/A,N/A,1
911618216,202312,990,345182,345390,615279,2700,612579,N/A,N/A,1
911644321,202312,990,281014,265661,304799,7046,297753,N/A,N/A,1
911650812,202312,990,1109852,1128395,2324255,222929,2101326,N/A,N/A,1
911660952,202312,990,930209,652794,1230607,107340,1123267,N/A,N/A,1
911669468,202312,990,485974,74176,638271,0,638271,N/A,N/A,1
911672700,202309,990,664564,767928,192552,2674,189878,N/A,N/A,1
911685447,202312,990,1772372,1709361,11892106,10631238,1260868,N/A,N/A,1
911695254,202312,990,604865,2057019,2736985,62242,2674743,N/A,N/A,1
911707988,202306,990,5420113,5010586,5535472,2083758,3451714,N/A,N/A,1
911719045,202312,990,1097382,712357,1773847,90000,1683847,N/A,N/A,1
911734261,202312,990,926924,532498,2477201,2624,2474577,N/A,N/A,1
911739854,202312,990,278340,277023,248940,0,248940,N/A,N/A,1
911748591,202312,990,3778534,3976911,96864,50180,46684,N/A,N/A,1
911753489,202307,990,392407,309449,1093026,354195,738831,N/A,N/A,1
911761078,202312,990-PF,479606,522111,1251110,38067,1213043,N/A,N/A,1
911814094,202312,990,288834,157966,3583409,11276,3572133,N/A,N/A,1
911815549,202312,990,281129,302282,299609,0,299609,N/A,N/A,1
911857425,202312,990,2511859,2487390,8013436,0,8013436,N/A,N/A,1
911859995,202312,990,923883,760878,2485432,296565,2188867,N/A,N/A,1
911867067,202312,990,295563,291258,406339,0,406339,N/A,N/A,1
911877037,202312,990,735393,852834,1952400,2124685,-172285,N/A,N/A,1
911901103,202308,990,3184092,3424035,7054887,377777,6677110,N/A,N/A,1
911930708,202312,990,662542,492241,453168,103571,349597,N/A,N/A,1
911935474,202312,990,375672,293262,2025330,1109797,915533,N/A,N/A,1
911939887,202312,990,490167,461644,358091,0,358091,N/A,N/A,1
911942035,202312,990,585929,508382,645476,1167,644309,N/A,N/A,1
911981990,202312,990,861795,708579,1369735,83967,1285768,N/A,N/A,1
912011121,202312,990,439784,693089,2557467,805706,1751761,N/A,N/A,1
912035646,202312,990,548577,535824,523623,0,523623,N/A,N/A,1
912035652,202312,990,1753550,1763849,174885,0,174885,N/A,N/A,1
912047382,202310,990,707660,639941,274911,8163,266748,N/A,N/A,1
912052819,202312,990,589749,475246,569516,0,569516,N/A,N/A,1
912057718,202305,990,11239829,11132666,6382342,-4571,6386913,N/A,N/A,1
912073066,202312,990,300944,238860,452523,0,452523,N/A,N/A,1
912076774,202312,990,2720542,726778,6166132,533900,5632232,N/A,N/A,1
912085449,202312,990,1046913,1249056,1253362,0,1253362,N/A,N/A,1
912091751,202309,990,899626,967009,220607,9835,210772,N/A,N/A,1
912096530,202306,990,350237,344085,272461,526557,-254096,N/A,N/A,1
912101762,202312,990,269837,254415,1185210,89671,1095539,N/A,N/A,1
912106283,202312,990,963949,765537,2137965,505365,1632600,N/A,N/A,1
912129546,202312,990,1994065,1808404,773020,85916,687104,N/A,N/A,1
912147837,202312,990,729946,650422,1771454,1000,1770454,N/A,N/A,1
912150831,202312,990,2901391,3543334,4100852,1679537,2421315,2836934.5,3419675.5,2
912157950,202312,990,686933,680454,2732663,12673,2719990,N/A,N/A,1
912159638,202406,990,455062,594643,909719,0,909719,N/A,N/A,1
912160019,202312,990,600242,794399,1660640,0,1660640,N/A,N/A,1
912160936,202312,990,972366,619913,1949703,0,1949703,N/A,N/A,1
912164787,202312,990,391201,548949,464882,5431,459451,N/A,N/A,1
912167303,202306,990,4236614,7599632,46401387,545,46400842,N/A,N/A,1
912172496,202312,990,308815,306471,56725,0,56725,N/A,N/A,1
912172681,202312,990,749390,708986,1700825,0,1700825,N/A,N/A,1
912190340,202312,990,706348,362768,3409198,711379,2697819,N/A,N/A,1
916000231,202312,990,3456657,2628338,13113877,584526,12529351,N/A,N/A,1
916011617,202312,990,2620270,2702207,7580535,2884102,4696433,N/A,N/A,1
916018658,202310,990,2760233,3314907,14153494,255840,13897654,N/A,N/A,1
916049440,202406,990,1269997,1009704,1824630,68474,1756156,N/A,N/A,1
916051950,202406,990,599026,500120,6035001,0,6035001,N/A,N/A,1
916076839,202312,990,306128,308820,1634342,1977,1632365,N/A,N/A,1
920023588,202306,990,24557706,23818534,164121632,11081239,153040393,N/A,N/A,1
920029566,202312,990,1363934,1553318,3087969,585249,2502720,N/A,N/A,1
920032812,202312,990,3221809,3299745,3202942,110072,3092870,N/A,N/A,1
920123380,202312,990,992020,1042430,60386,63361,-2975,N/A,N/A,1
920139563,202312,990,443154,512774,585257,19545,565712,N/A,N/A,1
920143034,202312,990,2642419,2068539,6140283,159845,5980438,N/A,N/A,1
920146203,202312,990,6795357,7544700,4761103,764665,3996438,N/A,N/A,1
920161503,202312,990,295082,298649,180766,372,180394,N/A,N/A,1
920168999,202306,990,1038236,1034463,5422206,2097368,3324838,N/A,N/A,1
920170749,202312,990,254692,201584,170877,0,170877,197449.0,121742.5,2
920172389,202312,990,723210,555536,1900111,189777,1710334,892623.0,813781.0,2
920174205,202305,990,5993184,5156187,12975594,782932,12192662,N/A,N/A,1
920174916,202312,990,294877,314906,1276710,150000,1126710,N/A,N/A,1
920276172,202312,990,402623,2771,400852,0,400852,N/A,N/A,1
920283902,202312,990,6431336,6223719,2316635,613355,1703280,N/A,N/A,1
920304694,202312,990,252459,238824,13635,0,13635,N/A,N/A,1
920341006,202312,990,406402,393640,160754,0,160754,N/A,N/A,1
920355814,202312,990,1107345,859504,247840,0,247840,N/A,N/A,1
920380717,202312,990,974709,50291,1646578,603160,1043418,N/A,N/A,1
920425062,202312,990-EZ,197459,237224,73751,9024,64727,N/A,N/A,1
920451617,202312,990,807519,635393,181250,50000,131250,N/A,N/A,1
920506420,202312,990,386502,87943,298559,0,298559,N/A,N/A,1
920520319,202312,990,95907277,861,95906416,0,95906416,N/A,N/A,1
920543875,202312,990,379156,0,379156,0,379156,189578.0,0.0,2
920579271,202312,990,369164,288814,80350,0,80350,N/A,N/A,1
920587433,202312,990,869832,853893,112967,0,112967,597471.0,540987.5,2
920609249,202312,990,460325,155807,340844,3946,336898,N/A,N/A,1
920648149,202312,990,427707,446706,-18995,0,-18999,N/A,N/A,1
920694979,202312,990,287071,244481,76070,0,76070,N/A,N/A,1
920744240,202312,990,989158,1716,987442,0,987442,N/A,N/A,1
920747918,202312,990,256448,29753,226695,0,226695,N/A,N/A,1
920748316,202312,990,2006908,28901,1992504,0,1992504,N/A,N/A,1
920759856,202312,990,305533,159983,289931,36,289895,N/A,N/A,1
920776625,202312,990,646352,48402,841269,0,841269,452537.0,31033.5,2
920784781,202306,990,8249375,48136,8205506,4267,8201239,N/A,N/A,1
920815526,202312,990,358480,378063,6686,14000,-7314,N/A,N/A,1
920822576,202312,990,428905,618821,15217,0,15217,N/A,N/A,1
920885451,202306,990,473938,37926,436012,0,436012,N/A,N/A,1
920890253,202312,990,252225,116657,183971,33166,150805,N/A,N/A,1
920909664,202312,990,257170,155028,104656,2514,102142,N/A,N/A,1
920994710,202312,990,259450,256775,2855,0,2855,N/A,N/A,1
921070799,202312,990,8668285,6923908,16917737,512569,16405168,N/A,N/A,1
921074139,202312,990,408293,379689,56205,0,56205,N/A,N/A,1
921107116,202306,990,907500,247440,660060,0,660060,N/A,N/A,1
921122087,202312,990,604495,481206,123289,0,123289,N/A,N/A,1
921139792,202312,990,1557973,567841,2472146,1482014,990132,N/A,N/A,1
921154296,202312,990,7943662,5608559,4168162,1833059,2335103,N/A,N/A,1
921172304,202312,990,387248,228477,185308,1632,183676,N/A,N/A,1
921181816,202407,990,737108,794231,9370,0,9370,N/A,N/A,1
921222675,202312,990,1580772,325702,1293521,38451,1255070,N/A,N/A,1
921263656,202312,990,253161,236713,9150,2018,7132,N/A,N/A,1
921304544,202312,990,291319,182947,385469,240826,144643,N/A,N/A,1
921357036,202306,990,262338,112328,5715542,5565532,150010,N/A,N/A,1
921400344,202312,990,309609,513409,202551,0,202551,N/A,N/A,1
921407651,202312,990-EZ,116382,98736,17646,0,17646,N/A,N/A,1
921452588,202312,990,293699,232036,101665,0,101665,N/A,N/A,1
921478711,202312,990,267100,181836,85264,0,85264,N/A,N/A,1
921487640,202407,990,359128,166141,186373,1439,184934,N/A,N/A,1
921537782,202312,990,413246,400873,15752,3379,12373,N/A,N/A,1
921556347,202312,990,991297,991297,2000,2000,0,N/A,N/A,1
921569996,202312,990,350130,361510,229723,0,229723,N/A,N/A,1
921584165,202312,990,275123,128485,146638,0,146638,N/A,N/A,1
921594253,202312,990,397339,330186,397338,397338,0,N/A,N/A,1
921639423,202312,990,972554,10494,2337276,1375216,962060,N/A,N/A,1
921639939,202312,990-EZ,153216,98444,64294,9522,54772,N/A,N/A,1
921666049,202312,990,300000,15738,284962,700,284262,N/A,N/A,1
921761915,202312,990,389198,371023,18175,0,18175,N/A,N/A,1
921815554,202312,990,455566,12159,451265,7858,443407,N/A,N/A,1
921864458,202403,990,1584455,1204819,741031,261337,479694,N/A,N/A,1
921949886,202312,990,474516,268698,206103,285,205818,N/A,N/A,1
921982557,202312,990,411686,289748,121938,0,121938,N/A,N/A,1
922003518,202312,990,219503,171692,47811,0,47811,N/A,N/A,1
922163377,202312,990,654737,648023,6714,0,6714,N/A,N/A,1
922222475,202312,990,281864,81672,259660,59468,200192,N/A,N/A,1
922242489,202312,990,275884,0,275884,0,275884,N/A,N/A,1
922273523,202312,990,367998,354186,11315,0,11315,N/A,N/A,1
922533462,202312,990,331969,347003,94711,9745,84966,N/A,N/A,1
922576304,202312,990,221077,13756,501389,254753,246636,N/A,N/A,1
922706584,202306,990-EZ,106027,1299,104728,0,104728,N/A,N/A,1
922844312,202406,990,369642,311794,122042,0,122042,N/A,N/A,1
922875896,202312,990,1039349,67867,974483,3000,971483,N/A,N/A,1
922948730,202312,990,290183,52822,238024,663,237361,N/A,N/A,1
922971778,202312,990,280146,202832,77315,0,77315,N/A,N/A,1
923105842,202312,990,558825,9739,549232,146,549086,N/A,N/A,1
923345737,202312,990,1378315,13951,1994364,0,1994364,N/A,N/A,1
923345879,202312,990,333243,30317,796676,0,796676,N/A,N/A,1
923458539,202312,990,206945,162107,46331,1863,44468,N/A,N/A,1
923470850,202312,990,361962,149519,223443,11000,212443,N/A,N/A,1
923495671,202312,990,828494,197497,634642,3645,630997,N/A,N/A,1
923521124,202312,990,260380,43700,216680,0,216680,N/A,N/A,1
923596718,202312,990,397824,112933,364890,80000,284890,N/A,N/A,1
